id,utt,annot_utt
12168,شارع زايد,[place_name : شارع زايد]
12169,شارع التحلية,[place_name : شارع التحلية]
12170,كيف حركة المرور هالحذ على ال تلغراف,كيف حركة المرور هالحذ على ال [place_name : تلغراف]
12171,قرب المطار,قرب [place_name : المطار]
12172,احجز لي تذكرة قطار اليوم الى جدة,احجز لي تذكرة [transport_type : قطار] [date : اليوم] الى [place_name : جدة]
12173,قطار الإثنين جدة,[transport_type : قطار] [date : الإثنين] [place_name : جدة]
12174,أوبر,[transport_agency : أوبر]
12175,أوبر الساعة العاشرة مساء الليلة,[transport_agency : أوبر] [time : الساعة العاشرة مساء] [timeofday : الليلة]
12176,taxi احدعش الظهر بكرة,[transport_type : taxi] [time : احدعش الظهر] [date : بكرة]
12177,شارع زايد,[place_name : شارع زايد]
12178,شارع زايد,[place_name : شارع زايد]
12179,شارع التحلية,[place_name : شارع التحلية]
12180,uber حقي,[transport_agency : uber] حقي
12181,uber,[transport_agency : uber]
12182,ميه وواحد,[place_name : ميه وواحد]
12183,أربعمئة وخمسة,[place_name : أربعمئة وخمسة]
12184,في أي أعمال على طريق الخريص,في أي أعمال على طريق [place_name : الخريص]
12185,محطة القطار,[place_name : محطة القطار]
12186,محطة القطار هنا,[place_name : محطة القطار] هنا
12187,حقي,حقي
12188,وسط المدينة,[place_name : وسط المدينة]
12189,محطة القطار,[place_name : محطة القطار]
12190,أقرب محطة قطار,أقرب [place_name : محطة قطار]
12191,قطار الكويت جدة,[transport_type : قطار] [place_name : الكويت جدة]
12192,الرياض بيروت زيارة عشرة أماكن,[place_name : الرياض بيروت] [transport_descriptor : زيارة عشرة أماكن]
12193,قطار مكة المدينة يعبر بجدة,[transport_type : قطار] [place_name : مكة المدينة] [transport_descriptor : يعبر بجدة]
12194,الرياض,[place_name : الرياض]
12195,الرياض,[place_name : الرياض]
12196,الرياض,[place_name : الرياض]
12197,تذكرة قطار الرياض,تذكرة [transport_type : قطار] [place_name : الرياض]
12198,قطار تذكرة حايل,[transport_type : قطار] تذكرة [place_name : حايل]
12199,دور على تذكرة قطار الى جدة,دور على تذكرة [transport_type : قطار] الى [place_name : جدة]
12200,قطار تذكرة السعودية هذا المسا,[transport_type : قطار] تذكرة [place_name : السعودية] هذا [timeofday : المسا]
12201,انطيني الاتجاهات لأقرب ماكدونالز,انطيني الاتجاهات لأقرب [place_name : ماكدونالز]
12203,المطار,[place_name : المطار]
12204,تاكسي الحفلة الليلة,[transport_type : تاكسي] [place_name : الحفلة] [timeofday : الليلة]
12205,أوبر المنزل خمسطعش دقيقه,[transport_agency : أوبر] [place_name : المنزل] [time : خمسطعش دقيقه]
12206,تاكسي المطار,[transport_type : تاكسي] [place_name : المطار]
12207,الدمام,[place_name : الدمام]
12208,جامعة الملك عبد العزيز,[place_name : جامعة الملك عبد العزيز]
12209,الرياض,[place_name : الرياض]
12210,جدة المدينة,[place_name : جدة المدينة]
12211,قطار جدة المدينة الليلة,[transport_type : قطار] [place_name : جدة المدينة] [timeofday : الليلة]
12212,استدعاء تاكسي المدينة إلى المطار,استدعاء [transport_type : تاكسي] المدينة إلى [place_name : المطار]
12213,تاكسي مطار,[transport_type : تاكسي] [place_name : مطار]
12214,تاكسي البيت المطار ثمنية الصبح,[transport_type : تاكسي] [place_name : البيت المطار] [time : ثمنية الصبح]
12215,أبغى أعرف اذا فيه زحمة على طريقي للشغل,أبغى أعرف اذا فيه زحمة على طريقي للشغل
12216,طيارة تذكرة,طيارة تذكرة
12217,تذكرة,تذكرة
12218,أحتاج تذكرة طيارة,أحتاج تذكرة طيارة
12219,برج العرب,[place_name : برج العرب]
12220,حلويات الجونة,[place_name : حلويات الجونة]
12221,حديقة الردف الطايف,[place_name : حديقة الردف الطايف]
12222,كيف حال المواصلات,كيف حال المواصلات
12223,أوللي كيف حال المواصلات,أوللي كيف حال المواصلات
12224,أي الشغل,أي الشغل
12225,الحين,الحين
12226,قطار تذكرة,[transport_type : قطار] تذكرة
12227,قطار تذكرة,[transport_type : قطار] تذكرة
12228,taxi,[transport_type : taxi]
12229,taxi خدمة,[transport_type : taxi] خدمة
12230,سيارة أجرة المنزل,[transport_type : سيارة أجرة] [place_name : المنزل]
12231,سيارة أجرة البيت,[transport_type : سيارة أجرة] [place_name : البيت]
12232,taxi البيت,[transport_type : taxi] [place_name : البيت]
12233,قطار الرياض,[transport_type : قطار] [place_name : الرياض]
12234,احجز كرسي في درجة رجال الأعمال في القطار الرايح للرياض,احجز كرسي في [transport_descriptor : درجة رجال الأعمال] في [transport_type : القطار] الرايح [place_name : للرياض]
12235,قطار نهاية الأسبوع,[transport_type : قطار] [time : نهاية الأسبوع]
12236,أوبر الى بيتي,[transport_agency : أوبر] الى [place_name : بيتي]
12237,اطلب سيارة أجره الحين,اطلب سيارة [transport_type : أجره] الحين
12238,برج الفيصلية,[place_name : برج الفيصلية]
12239,حق جدتي منزل,حق [relation : جدتي] [place_name : منزل]
12240,حقي المنزل الخامسة,حقي [place_name : المنزل] [time : الخامسة]
12241,من فضلك روح على amtrak dot com عشان تشتري تذاكر,من فضلك روح على amtrak dot com عشان تشتري تذاكر
12242,taxi المطار,[transport_type : taxi] [place_name : المطار]
12243,سيارة أجرة غدا صباح,[transport_type : سيارة أجرة] [date : غدا] [timeofday : صباح]
12244,سيارة أجرة السينما الواحدة,[transport_type : سيارة أجرة] [place_name : السينما] [time : الواحدة]
12245,طال عمرك متى قطار جدة المدينة الثاني,طال عمرك متى [transport_type : قطار] [place_name : جدة المدينة] الثاني
12246,قطار الرياض مكة مدينة ظهرا,[transport_type : قطار] [place_name : الرياض مكة] مدينة [timeofday : ظهرا]
12247,ممكن أعرف الأربع القطارات المجدولة لجدة,ممكن أعرف الأربع القطارات المجدولة [place_name : لجدة]
12248,أوللي شوف أقرب تكسي,أوللي شوف أقرب [transport_agency : تكسي]
12249,شوف أقرب تاكسي,شوف أقرب [transport_type : تاكسي]
12250,uber تسعة وعشرين,[transport_agency : uber] [date : تسعة وعشرين]
12251,قطار محطة الحرمين,[transport_type : قطار] [place_name : محطة الحرمين]
12252,الرياض,[place_name : الرياض]
12253,شارع صاري,[place_name : شارع صاري]
12254,المدينة,[place_name : المدينة]
12255,الرياض مدينة,[place_name : الرياض] مدينة
12256,الرياض قرب برج العرب,الرياض قرب [place_name : برج العرب]
12257,علمني عن الوضع الحالي لحركة المرور القريبة من طريق الملك فهد,علمني عن الوضع الحالي لحركة المرور القريبة من [place_name : طريق الملك فهد]
12258,كيف حال المواصلات,كيف حال المواصلات
12259,هل عندك تحديث لحركة المرور,هل عندك تحديث لحركة المرور
12260,جيب لي تذكرة amtrak إلى نجران ليوم الخميس الجاي وكل ما كان هذا أفضل,جيب لي تذكرة amtrak إلى [place_name : نجران] ليوم [date : الخميس] الجاي وكل ما كان هذا أفضل
12261,قطار الرياض الأربعاء الخميس,[transport_type : قطار] [place_name : الرياض] [date : الأربعاء الخميس]
12262,قطار تذكرة الدمام السبت الظهر,[transport_type : قطار] تذكرة [place_name : الدمام] [date : السبت] [timeofday : الظهر]
12263,جازان,[place_name : جازان]
12264,الرياض,[place_name : الرياض]
12265,لفة,[place_name : لفة]
12266,مناورات سرعة الطريق,[place_name : مناورات] سرعة الطريق
12267,الرياض مكة,[place_name : الرياض مكة]
12268,الرياض مكة,[place_name : الرياض مكة]
12269,الرياض مكة,[place_name : الرياض مكة]
12270,اشتريلي تذكرة قطار في أي رحلة يروح تبوك بكره,اشتريلي تذكرة [transport_type : قطار] في أي [transport_type : رحلة] يروح [place_name : تبوك] [date : بكره]
12271,قطار تذكرة الخبر بكرة قطار,قطار تذكرة [place_name : الخبر] [date : بكرة] [transport_type : قطار]
12272,احجز لي بكره تذكرة قطار لينبع على أي قطار,احجز لي [date : بكره] تذكرة [transport_type : قطار] [place_name : لينبع] على أي قطار
12273,اضبط الاتجاهات للسوق المركزي,اضبط الاتجاهات [place_name : للسوق المركزي]
12274,الرياض,[place_name : الرياض]
12275,القيادة هنا برج خليفة,[transport_type : القيادة] هنا [place_name : برج خليفة]
12276,حجز taxi من أجلي,حجز [transport_type : taxi] من أجلي
12277,سيارة أجرة,[transport_type : سيارة أجرة]
12278,أحجز لي سيارة أجرة,أحجز لي [transport_type : سيارة أجرة]
12279,القطار,[transport_type : القطار]
12280,قطار,[transport_type : قطار]
12281,قطار الرياض جدة,[transport_type : قطار] [place_name : الرياض جدة]
12282,قطار الرياض مكة,[transport_type : قطار] [place_name : الرياض مكة]
12283,متى موعد القطار لدبي,متى موعد [transport_type : القطار] [place_name : لدبي]
12284,قطار شارع زايد,[transport_type : قطار] [place_name : شارع زايد]
12285,قطار المحطة الثانيه,[transport_type : قطار] [place_name : المحطة الثانيه]
12286,قطار محطة الحرمين اليوم,[transport_type : قطار] [place_name : محطة الحرمين] [date : اليوم]
12287,قطار الرياض بكره,[transport_type : قطار] [place_name : الرياض] [date : بكره]
12288,حقي,حقي
12289,زحمة,زحمة
12290,سجل فعالية أو تذكرة,سجل فعالية أو تذكرة
12291,جدة,[place_name : جدة]
12292,الخبر,[place_name : الخبر]
12293,تذكرة للرياض,تذكرة [place_name : للرياض]
12294,قطار برج العرب,[transport_type : قطار] [place_name : برج العرب]
12295,قطار متحف شبرا,[transport_type : قطار] [place_name : متحف شبرا]
12296,اطلب تاكسي,اطلب [transport_type : تاكسي]
12297,تاكسي,[transport_type : تاكسي]
12298,تاكسي,[transport_type : تاكسي]
12299,taxi,[transport_type : taxi]
12300,تاكسي,[transport_type : تاكسي]
12301,uber,[transport_agency : uber]
12302,محطة القطار,[place_name : محطة القطار]
12303,وقت القطار من حي الربيع الى حي الصحافة,وقت [transport_type : القطار] من [place_name : حي الربيع] الى [place_name : حي الصحافة]
12304,قطار القنفذة,[transport_type : قطار] [place_name : القنفذة]
12305,الليلة الرياض,[timeofday : الليلة] [place_name : الرياض]
12306,الدرجة الأولى قطار ينبع,[transport_descriptor : الدرجة الأولى] [transport_type : قطار] [place_name : ينبع]
12307,تذكرتين الثلاثاء قطار إلى الرياض,تذكرتين [date : الثلاثاء] [transport_type : قطار] إلى [place_name : الرياض]
12308,احجز لي تذكرة قطار,احجز لي تذكرة [transport_type : قطار]
12309,قطار تذكرة,[transport_type : قطار] تذكرة
12310,علمني بقائمة حجز قطار الرياض ل دبي,علمني بقائمة حجز [transport_type : قطار] [place_name : الرياض] ل [place_name : دبي]
12311,قيود زيارة الملك,قيود زيارة الملك
12312,الرياض الأخذ بعين الاعتبار,[place_name : الرياض] الأخذ بعين الاعتبار
12313,قطار الحجاز,[transport_name : قطار الحجاز]
12314,قطار الحرمين يوصل جدة,[transport_name : قطار الحرمين] يوصل [place_name : جدة]
12315,عصر هذا اليوم,[timeofday : عصر هذا اليوم]
12316,عطني معلومات عن حركة المرور قريب مكان موقعي لو سمحت,عطني معلومات عن حركة المرور قريب مكان موقعي لو سمحت
12317,العمل المنزل,العمل [place_name : المنزل]
12318,قول البيت,قول [place_name : البيت]
12319,الشغل البيت,الشغل [place_name : البيت]
12320,اطلب سيارة أجرة,اطلب سيارة [transport_type : أجرة]
12321,سيارة أجرة,[transport_type : سيارة أجرة]
12322,سيارة أجرة,[transport_type : سيارة أجرة]
12323,المصدر والمسافة,المصدر والمسافة
12324,الوقت والتاريخ,الوقت والتاريخ
12325,المال والينون,المال والينون
12326,أي مكان به حركة مرور أكثر,أي مكان به حركة مرور أكثر
12327,طول حركة المواصلات,طول حركة المواصلات
12328,حادث ولا زحمة عادية,حادث ولا زحمة عادية
12329,اتصل بمكتب تكسي,اتصل [transport_type : بمكتب تكسي]
12330,uber اثنعش,[transport_agency : uber] [time : اثنعش]
12331,قطار الرياض الثالث مايهم,[transport_type : قطار] [place_name : الرياض] [date : الثالث] [time : مايهم]
12332,قطار الرياض الثالث لا يهم,[transport_type : قطار] [place_name : الرياض] [date : الثالث] [time : لا يهم]
12333,تذكرة قطار مكة بكرة ايش الموجود,تذكرة [transport_type : قطار] [place_name : مكة] [date : بكرة] ايش الموجود
12335,قطار الشرقية,[transport_type : قطار] [place_name : الشرقية]
12336,الرياض القطار,[place_name : الرياض] [transport_type : القطار]
12337,جدة,[place_name : جدة]
12339,قطار ذهاب الثلاثاء تسعة الصبح,[transport_type : قطار] [transport_descriptor : ذهاب] [date : الثلاثاء] [time : تسعة الصبح]
12340,قطار الجمعة,[transport_type : قطار] [date : الجمعة]
12341,رحلة حول المدينة القطار الأحد السابعة مساء الأحد الأسبوع المقبل الثامنة صباحا,[transport_descriptor : رحلة حول المدينة] [transport_type : القطار] [date : الأحد] [time : السابعة مساء] [date : الأحد الأسبوع المقبل] [time : الثامنة صباحا]
12342,عشر الاف وثمانميه وسبعه وثمانين قطار محطة الرياض الاثنين,[transport_name : عشر الاف وثمانميه وسبعه وثمانين] [transport_type : قطار] [place_name : محطة الرياض] [date : الاثنين]
12343,عشرة الاف وثمنمية وسبعة وثمانين قطار محطة الحرمين الثلاثاء,[transport_name : عشرة الاف وثمنمية وسبعة وثمانين] [transport_type : قطار] [place_name : محطة الحرمين] [date : الثلاثاء]
12344,جدة قطار محطة المدينة الإثنين,[transport_name : جدة] [transport_type : قطار] [place_name : محطة المدينة] [date : الإثنين]
12345,الرياض,[place_name : الرياض]
12346,جدة عالي,[place_name : جدة] عالي
12347,الرياض,[place_name : الرياض]
12348,اليوم قطار برج خليفة,[date : اليوم] [transport_type : قطار] [place_name : برج خليفة]
12349,اليوم قطار الساعتين الجاية جدة المدينة المنورة,[date : اليوم] [transport_type : قطار] [time : الساعتين الجاية] [place_name : جدة المدينة المنورة]
12351,قطار كرسي كبير جدة الأسبوع الجاي,[transport_type : قطار] [transport_descriptor : كرسي كبير] [place_name : جدة] [date : الأسبوع الجاي]
12352,طالى عمرك اريد تكسي إلى المطار باشر الصبح,طالى عمرك اريد [transport_type : تكسي] إلى [place_name : المطار] [date : باشر] [timeofday : الصبح]
12353,اعرض لي وين ممكن ألاقي قطار,اعرض لي وين ممكن ألاقي [transport_type : قطار]
12354,قطار,[transport_type : قطار]
12355,قطار,[transport_type : قطار]
12356,قطار,[transport_type : قطار]
12357,قطار,[transport_type : قطار]
12358,أود أن أعرف حالة حركة المرور,أود أن أعرف حالة حركة المرور
12359,هل لي أن أعرف حالة المرور,هل لي أن أعرف حالة المرور
12360,وين الطازج,وين [place_name : الطازج]
12361,وين أقرب مطعم هنا,وين أقرب [business_type : مطعم] هنا
12362,اني رايح مكتبي,اني رايح [place_name : مكتبي]
12363,ليا أقرب taxi,ليا أقرب [transport_type : taxi]
12364,تاكسي,[transport_type : تاكسي]
12365,قطار الرياض,[transport_type : قطار] [place_name : الرياض]
12366,قطار الرياض مكة,[transport_type : قطار] [place_name : الرياض مكة]
12367,ايش أحسن طريق يروح الجبيل,ايش أحسن طريق يروح [place_name : الجبيل]
12368,كيف أقدر أوصل ينبع,كيف أقدر أوصل [place_name : ينبع]
12369,أحمد بيت,[person : أحمد] بيت
12370,بكرة,[date : بكرة]
12371,اريد وسيلة نقل ع المستشفى,اريد [transport_type : وسيلة نقل] ع [place_name : المستشفى]
12372,أوبر,[transport_agency : أوبر]
12373,سيارة أجرة,[transport_type : سيارة أجرة]
12374,قطار الرياض تسعة الصبح,[transport_type : قطار] [place_name : الرياض] [time : تسعة الصبح]
12375,قطار الرياض,[transport_type : قطار] [place_name : الرياض]
12376,قطار الرياض,[transport_type : قطار] [place_name : الرياض]
12377,اوبر,[transport_agency : اوبر]
12378,مشوار,[transport_type : مشوار]
12379,قطار الرياض الى محايل عسير,[transport_type : قطار] [place_name : الرياض] الى [place_name : محايل عسير]
12380,ارجع اشتري اخر تذكرة قطار لجدة,ارجع اشتري اخر تذكرة [transport_type : قطار] [place_name : لجدة]
12381,قطار حفر الباطن خميس مشيط,[transport_type : قطار] [place_name : حفر الباطن خميس مشيط]
12382,سيارة أجرة أوبر,[transport_type : سيارة أجرة] [transport_agency : أوبر]
12383,تاكسي,[transport_type : تاكسي]
12384,قول لي سعر تذكرة القطار من تبوك لينبع,قول لي سعر تذكرة [transport_type : القطار] من [place_name : تبوك لينبع]
12385,قطارات جدة المدينة المنورة بعد احدعشر الظهر,[transport_type : قطارات] [place_name : جدة المدينة المنورة] [time : بعد احدعشر الظهر]
12386,قطار شغل,[transport_type : قطار] شغل
12387,قطار,[transport_type : قطار]
12388,البيت,[place_name : البيت]
12389,اشتر لي تذكرة قطار,اشتر لي تذكرة [transport_type : قطار]
12390,احجز لي تذكرة قطار,احجز لي تذكرة [transport_type : قطار]
12391,وريني خريطة لهذا الموقع,وريني خريطة لهذا الموقع
12392,اليوم,[date : اليوم]
12393,اعرض هذا,اعرض هذا
12394,اليوم القطار أبها,[date : اليوم] [transport_type : القطار] [place_name : أبها]
12396,احجز تذكرة قطار لمدينة الطائف,احجز تذكرة [transport_type : قطار] لمدينة [place_name : الطائف]
12397,الجاي قطار ينبع,الجاي [transport_type : قطار] [place_name : ينبع]
12398,ثلاثة قطارات الجاية من مكة,ثلاثة قطارات الجاية من [place_name : مكة]
12399,كريم سبعة المسا اليوم,[transport_agency : كريم] [time : سبعة المسا] [date : اليوم]
12400,وحيد قطار مدينة الرياض بعد التاسعة صباحا,[transport_descriptor : وحيد] [transport_type : قطار] [place_name : مدينة الرياض] [time : بعد التاسعة صباحا]
12401,قطار محطة الحرمين بكرة أي مدينة تبعد أكثر من ميتين كيلو,[transport_type : قطار] [place_name : محطة الحرمين] [date : بكرة] [place_name : أي مدينة تبعد أكثر من ميتين كيلو]
12402,قطار مدينة هنا,[transport_type : قطار] مدينة هنا
12403,قطار سفر مدينة هنا,[transport_type : قطار] سفر مدينة هنا
12404,قطار المحطة الجاية,[transport_type : قطار] [place_name : المحطة الجاية]
12405,أربعة العصر المشوار وجهتنا,[time : أربعة العصر] المشوار وجهتنا
12406,قطار الرياض مكة غدا,[transport_type : قطار] [place_name : الرياض مكة] [date : غدا]
12407,قطار الرياض الشرقية,[transport_type : قطار] [place_name : الرياض الشرقية]
12408,أقرب apple store,أقرب [business_name : apple store]
12409,وين أقرب محطة بنزين,وين أقرب [business_type : محطة بنزين]
12410,الرياض منزلي,[place_name : الرياض منزلي]
12411,انطيني الاتجاهات الى العثيم,انطيني الاتجاهات الى [place_name : العثيم]
12412,علمني,علمني
12413,محطة,محطة
12414,انطيني فكرة عن حركة المواصلات الحالية,انطيني فكرة عن حركة المواصلات الحالية
12415,قطار الرياض,[transport_type : قطار] [place_name : الرياض]
12416,قطار إلى الرياض,[transport_type : قطار] إلى [place_name : الرياض]
12417,متى آخر قطار اليوم,متى آخر [transport_type : قطار] [date : اليوم]
12418,taxi هنا,[transport_type : taxi] هنا
12419,أسرع طريق لمايسترو بيتزا,أسرع طريق [place_name : لمايسترو بيتزا]
12420,أقرب وجهة,أقرب وجهة
12421,مشي مكة الرياض,[transport_type : مشي] [place_name : مكة الرياض]
12422,حركة المرور من فضلك,حركة المرور من فضلك
12423,كيف كانت زحمة السير الحين,كيف كانت زحمة السير الحين
12424,حالة المواصلات برا من فضلك,حالة المواصلات برا من فضلك
12425,قطار محطة الحرمين جدة اليوم,[transport_type : قطار] [place_name : محطة الحرمين جدة] [date : اليوم]
12426,قطار ثمان الصبح عشره الصبح محطة الرياض الغربية الأحد,[transport_type : قطار] [time : ثمان الصبح عشره الصبح] [place_name : محطة الرياض الغربية] [date : الأحد]
12427,اتصل taxi,اتصل [transport_type : taxi]
12428,taxi,[transport_type : taxi]
12429,سيارة أجرة,[transport_type : سيارة أجرة]
12430,قولي موعد وصول القطار للرياض,قولي موعد وصول [transport_type : القطار] [place_name : للرياض]
12431,متى بيوصل قطار جدة,متى بيوصل [transport_type : قطار] [place_name : جدة]
12432,وصول وقت جدة قطار,وصول وقت [place_name : جدة] قطار
12433,اريد تذكرة قطار الى سكاكا,اريد تذكرة [transport_type : قطار] الى [place_name : سكاكا]
12434,قطار تبوك,[transport_type : قطار] [place_name : تبوك]
12435,وسط البلد,[place_name : وسط البلد]
12436,كم نحتاج لحين نوصل المطار,كم نحتاج لحين نوصل [place_name : المطار]
12437,مسرح,[place_name : مسرح]
12438,قطار مدينة الجوف الجبيل,[transport_type : قطار] [place_name : مدينة الجوف الجبيل]
12439,الرياض جدة,[place_name : الرياض جدة]
12440,حفر الباطن تبوك,[place_name : حفر الباطن تبوك]
12441,المنزل العمل,[place_name : المنزل] العمل
12442,وضع ال طريق جدة المدينة السريع,وضع ال [place_name : طريق جدة المدينة السريع]
12443,البيت زحمة,[place_name : البيت] زحمة
12444,قطار جدة,[transport_type : قطار] [place_name : جدة]
12445,قطار غدا الرياض,[transport_type : قطار] [date : غدا] [place_name : الرياض]
12446,قطار الرياض,[transport_type : قطار] [place_name : الرياض]
12447,قطار تذكرة حايل هنا,[transport_type : قطار] تذكرة [place_name : حايل] هنا
12448,قطار الرياض السبت,[transport_type : قطار] [place_name : الرياض] [date : السبت]
12449,اليوم,[date : اليوم]
12450,حوادث سير اليوم,[event_name : حوادث سير] [date : اليوم]
12451,هل تهتم بتوصيله,هل تهتم بتوصيله
12452,أوبر المطار,[transport_agency : أوبر] [place_name : المطار]
12453,قطار,[transport_type : قطار]
12454,قطار مكة,[transport_type : قطار] [place_name : مكة]
12455,القطار الثالث والعشرين الرياض,[transport_type : القطار] [date : الثالث والعشرين] [place_name : الرياض]
12456,الخضار محل,الخضار محل
12457,أقرب مكسيكي مطعم,أقرب [food_type : مكسيكي] [business_type : مطعم]
12458,ارسلي التوجيهات إلى قسم الشرطة,ارسلي التوجيهات إلى [business_name : قسم الشرطة]
12459,وريني قطار تذاكر,وريني [transport_type : قطار] تذاكر
12460,القطارات مسارات,[transport_type : القطارات] مسارات
12461,قطار تذكرة,[transport_type : قطار] تذكرة
12462,حجز uber هذي الليلة الساعة سبعة المساء,حجز [transport_agency : uber] [timeofday : هذي الليلة] الساعة [time : سبعة المساء]
12463,أوبر,[transport_agency : أوبر]
12464,taxi بكرة ثمنية الصباح,[transport_type : taxi] [date : بكرة] [time : ثمنية] [timeofday : الصباح]
12465,الطريق السريع,[place_name : الطريق السريع]
12466,القطيف,[place_name : القطيف]
12467,الرياض,[place_name : الرياض]
12468,ابحث عن تذكرة قطار لجدة,ابحث عن تذكرة [transport_type : قطار] [place_name : لجدة]
12469,الرياض بالقطار,[place_name : الرياض] [transport_type : بالقطار]
12470,الصباح,[timeofday : الصباح]
12471,قطار تذكرة,[transport_type : قطار] تذكرة
12472,قطار تذكرة,[transport_type : قطار] تذكرة
12473,البيت هنا,[place_name : البيت] هنا
12474,وين أقرب مايسترو بيتزا,وين أقرب [business_name : مايسترو بيتزا]
12475,محطة توقف,[place_name : محطة توقف]
12476,taxi,[transport_type : taxi]
12477,سيارة أجرة المنزل,[transport_type : سيارة أجرة] [place_name : المنزل]
12478,أوبر الليلة عشرة مساء,[transport_agency : أوبر] [timeofday : الليلة] [time : عشرة مساء]
12480,uber المطار,[transport_agency : uber] [place_name : المطار]
12481,أوبر,[transport_agency : أوبر]
12482,تاكسي لي,[transport_type : تاكسي] لي
12483,أقرب سيارة أجرة,أقرب [transport_type : سيارة أجرة]
12484,قطار الجوف,[transport_type : قطار] [place_name : الجوف]
12485,قطار اليوم,[transport_type : قطار] [date : اليوم]
12486,قطار الطايف,[transport_type : قطار] [place_name : الطايف]
12487,دقلي على اللموزين,دقلي على [transport_type : اللموزين]
12488,قطار تذكرة ابها الثلاثاء,[transport_type : قطار] تذكرة [place_name : ابها] [date : الثلاثاء]
12489,قطار الرياض غدا,[transport_type : قطار] [place_name : الرياض] [date : غدا]
12490,قطار جدة الجمعة الصباح,[transport_type : قطار] [place_name : جدة] [date : الجمعة] [timeofday : الصباح]
12492,اطلب لي سيارة,اطلب لي [transport_type : سيارة]
12493,اريد تكسي بعد نص ساعة,اريد [transport_type : تكسي] بعد [time : نص ساعة]
12494,اتصال uber,اتصال [transport_agency : uber]
12495,الاتصال سيارة,الاتصال [transport_type : سيارة]
12496,أوبر نصف ساعة,[transport_agency : أوبر] [time : نصف ساعة]
12497,أولي اتصل على سيارة أجرة,أولي اتصل على سيارة [transport_type : أجرة]
12498,حجز تذكره مطار إلى الكويت بكره,حجز تذكره [transport_type : مطار] إلى [place_name : الكويت] [date : بكره]
12499,قطار تذكرة الدمام بكرة,[transport_type : قطار] تذكرة [place_name : الدمام] [date : بكرة]
12500,من فضلك اريد تذكرة قطار جدة الى ينبع يوم السبت,من فضلك اريد تذكرة [transport_type : قطار] جدة الى [place_name : ينبع] يوم [date : السبت]
12501,شارع الثمانين اليوم,[place_name : شارع الثمانين] [date : اليوم]
12502,الطريق السريع عشرة اليوم,[place_name : الطريق السريع عشرة] [date : اليوم]
12503,متى موعد القطار التالي اللي يروح وسط مدينة الاحساء,متى موعد [transport_type : القطار] التالي اللي يروح [place_name : وسط مدينة الاحساء]
12504,قطار الرياض,[transport_type : قطار] [place_name : الرياض]
12505,العربية قطار الرياض,العربية [transport_type : قطار] [place_name : الرياض]
12506,قطار تذكرة المدينة المنورة,[transport_type : قطار] تذكرة [place_name : المدينة المنورة]
12507,قطار الرياض,[transport_type : قطار] [place_name : الرياض]
12508,أنا قطار تذكرة حفر الباطن,أنا [transport_type : قطار] تذكرة [place_name : حفر الباطن]
12509,قطار جدة للمدينة المنورة,[transport_type : قطار] [place_name : جدة للمدينة المنورة]
12510,قطار,[transport_type : قطار]
12511,كتاب تذكرة قطار,كتاب تذكرة [transport_type : قطار]
12512,أربعمية وواحد وأربعين,[place_name : أربعمية وواحد وأربعين]
12514,أي إغلاق للطرقات,أي إغلاق للطرقات
12515,الديرة,الديرة
12516,الديرة,الديرة
12517,قطار اليوم,[transport_type : قطار] [date : اليوم]
12518,كم أحتاج حتى أروح هناك,كم أحتاج حتى أروح هناك
12519,قطار,[transport_type : قطار]
12520,قطار,[transport_type : قطار]
12521,الرياض قطار,[place_name : الرياض] قطار
12522,قطار تذكرة,[transport_type : قطار] تذكرة
12523,فيك تحجزلي تذكرة قطار بعشر ريالات,فيك تحجزلي تذكرة [transport_type : قطار] بعشر [currency_name : ريالات]
12524,قطار جدة,[transport_type : قطار] [place_name : جدة]
12525,اعرض أقرب ستارباكس,اعرض أقرب [business_name : ستارباكس]
12526,starbucks,[business_name : starbucks]
12527,خدمة تاكسي أجرة,[business_type : خدمة تاكسي أجرة]
12529,القطار الرياض اليوم,[transport_type : القطار] [place_name : الرياض] [date : اليوم]
12530,قطار الرياض,[transport_type : قطار] [place_name : الرياض]
12531,الصباح قطار مكة,[timeofday : الصباح] [transport_type : قطار] [place_name : مكة]
12532,خذ الطريق للمكان,خذ الطريق للمكان
12533,للموقع,للموقع
12535,الرياض,[place_name : الرياض]
12536,تذكرة قطار الرياض,تذكرة [transport_type : قطار] [place_name : الرياض]
12537,قطار السعودية,[transport_type : قطار] [place_name : السعودية]
12538,أولي جد لي أرخص تذكرة قطار إلى الدمام,أولي جد لي أرخص تذكرة [transport_type : قطار] إلى [place_name : الدمام]
12539,قطار خميس مشيط نجران,[transport_type : قطار] [place_name : خميس مشيط نجران]
12540,قطار الطايف ميسان,[transport_type : قطار] [place_name : الطايف ميسان]
12541,قطار مكة الرياض,[transport_type : قطار] [place_name : مكة الرياض]
12542,ما هو وقت قطار القادم من جدة,ما هو وقت [transport_type : قطار] القادم من [place_name : جدة]
12543,أحجز لي خدمة uber,أحجز لي خدمة [transport_agency : uber]
12544,taxi,[transport_type : taxi]
12545,الرياض,[place_name : الرياض]
12546,مطعم,[business_type : مطعم]
12547,لقيت رحلة الى مقهى المحطة,لقيت رحلة الى [business_type : مقهى] المحطة
12548,البيت,[place_name : البيت]
12549,الاتجاهات إلى ابها,الاتجاهات إلى [place_name : ابها]
